"probe_id" "gene_id"
"9247" "203558_at" "9820"
"9248" "203559_s_at" "26"
"9249" "203560_at" "8836"
"9250" "203561_at" "2212"
"9251" "203562_at" "9638"
"9252" "203563_at" "60312"
"9253" "203564_at" "2189"
"9254" "203565_s_at" "4331"
"9255" "203566_s_at" "178"
"9256" "203567_s_at" "10475"
"9257" "203568_s_at" "10475"
"9258" "203569_s_at" "8481"
"9259" "203570_at" "4016"
"9260" "203571_s_at" "10974"
"9261" "203572_s_at" "6878"
"9262" "203573_s_at" "5875"
"9263" "203574_at" "4783"
"9264" "203575_at" "1459"
"9265" "203576_at" "587"
"9266" "203577_at" "2968"
"9267" "203578_s_at" "9057"
"9268" "203579_s_at" "9057"
"9269" "203580_s_at" "9057"
"9270" "203583_at" "25972"
"9271" "203584_at" "9694"
"9272" "203585_at" "7739"
"9273" "203586_s_at" "379"
"9274" "203587_at" "379"
"9275" "203588_s_at" "7029"
"9276" "203589_s_at" "7029"
"9277" "203590_at" "1783"
"9278" "203591_s_at" "1441"
"9279" "203592_s_at" "10272"
"9280" "203593_at" "23607"
"9281" "203594_at" "8634"
"9282" "203595_s_at" "24138"
"9283" "203596_s_at" "24138"
"9284" "203597_s_at" "11193"
"9285" "203598_s_at" "11193"
"9286" "203599_s_at" "11193"
"9287" "203600_s_at" "8603"
"9288" "203601_s_at" "7709"
"9289" "203602_s_at" "7709"
"9290" "203603_s_at" "9839"
"9291" "203604_at" "9658"
"9292" "203605_at" "6729"
"9293" "203606_at" "4726"
"9294" "203607_at" "22876"
"9295" "203608_at" "7915"
"9296" "203609_s_at" "7915"
"9297" "203610_s_at" "10475"
"9298" "203611_at" "7014"
"9299" "203612_at" "705"
"9300" "203613_s_at" "4712"
"9301" "203614_at" "9724"
"9302" "203615_x_at" "6817"
"9303" "203616_at" "5423"
"9304" "203617_x_at" "2002"
"9305" "203618_at" "23017"
"9306" "203619_s_at" "23017"
"9307" "203620_s_at" "9873"
"9308" "203621_at" "4711"
"9309" "203622_s_at" "56902"
"9310" "203623_at" "55558"
"9311" "203624_at" "8227"
"9312" "203625_x_at" "6502"
"9313" "203626_s_at" "6502"
"9314" "203627_at" "3480"
"9315" "203628_at" "3480"
"9316" "203629_s_at" "10466"
"9317" "203630_s_at" "10466"
"9318" "203631_s_at" "51704"
"9319" "203632_s_at" "51704"
"9320" "203633_at" "1374"
"9321" "203634_s_at" "1374"
"9322" "203635_at" "10311"
"9323" "203636_at" "4281"
"9324" "203637_s_at" "4281"
"9325" "203638_s_at" "2263"
"9326" "203639_s_at" "2263"
"9327" "203640_at" "10150"
"9328" "203641_s_at" "22837"
"9329" "203642_s_at" "22837"
"9330" "203643_at" "2077"
"9331" "203644_s_at" "22879"
"9332" "203645_s_at" "9332"
"9333" "203646_at" "2230"
"9334" "203647_s_at" "2230"
"9335" "203648_at" "9797"
"9336" "203649_s_at" "5320"
"9337" "203650_at" "10544"
"9338" "203651_at" "9765"
"9339" "203652_at" "4296"
"9340" "203653_s_at" "8161"
"9341" "203654_s_at" "8161"
"9342" "203655_at" "7515"
"9343" "203656_at" "9896"
"9344" "203657_s_at" "8722"
"9345" "203658_at" "788"
"9346" "203659_s_at" "10206"
"9347" "203660_s_at" "5116"
"9348" "203661_s_at" "7111"
"9349" "203662_s_at" "7111"
"9350" "203663_s_at" "9377"
"9351" "203664_s_at" "5433"
"9352" "203665_at" "3162"
"9353" "203666_at" "6387"
"9354" "203667_at" "6902"
"9355" "203668_at" "4123"
"9356" "203669_s_at" "8694"
"9357" "203671_at" "7172"
"9358" "203672_x_at" "7172"
"9359" "203673_at" "7038"
"9360" "203674_at" "9931"
"9361" "203675_at" "4925"
"9362" "203676_at" "2799"
"9363" "203677_s_at" "6895"
"9364" "203678_at" "22909"
"9365" "203679_at" "11018"
"9366" "203680_at" "5577"
"9367" "203681_at" "3712"
"9368" "203682_s_at" "3712"
"9369" "203683_s_at" "7423"
"9370" "203684_s_at" "596"
"9371" "203685_at" "596"
"9372" "203686_at" "4350"
"9373" "203687_at" "6376"
"9374" "203688_at" "5311"
"9375" "203689_s_at" "2332"
"9376" "203690_at" "10426"
"9377" "203691_at" "5266"
"9378" "203692_s_at" "1871"
"9379" "203693_s_at" "1871"
"9380" "203694_s_at" "8449"
"9381" "203695_s_at" "1687"
"9382" "203696_s_at" "5982"
"9383" "203697_at" "2487"
"9384" "203698_s_at" "2487"
"9385" "203699_s_at" "1734"
"9386" "203700_s_at" "1734"
"9387" "203701_s_at" "55621"
"9388" "203702_s_at" "9654"
"9389" "203703_s_at" "9654"
"9390" "203704_s_at" "6239"
"9391" "203705_s_at" "8324"
"9392" "203706_s_at" "8324"
"9393" "203708_at" "5142"
"9394" "203709_at" "5261"
"9395" "203710_at" "3708"
"9396" "203711_s_at" "26275"
"9397" "203712_at" "9933"
"9398" "203713_s_at" "3993"
"9399" "203714_s_at" "6905"
"9400" "203715_at" "6905"
"9401" "203716_s_at" "1803"
"9402" "203717_at" "1803"
"9403" "203718_at" "10908"
"9404" "203719_at" "2067"
"9405" "203720_s_at" "2067"
"9406" "203721_s_at" "51096"
"9407" "203722_at" "8659"
"9408" "203723_at" "3707"
"9409" "203724_s_at" "22902"
"9410" "203725_at" "1647"
"9411" "203726_s_at" "3909"
"9412" "203727_at" "6499"
"9413" "203728_at" "578"
"9414" "203729_at" "2014"
"9415" "203730_s_at" "23660"
"9416" "203731_s_at" "23660"
"9417" "203732_at" "9325"
"9418" "203733_at" "28955"
"9419" "203734_at" "55810"
"9420" "203735_x_at" "8496"
"9421" "203736_s_at" "8496"
"9422" "203737_s_at" "23082"
"9423" "203738_at" "55322"
"9424" "203739_at" "7764"
"9425" "203740_at" "10200"
"9426" "203741_s_at" "113"
"9427" "203743_s_at" "6996"
"9428" "203744_at" "3149"
"9429" "203745_at" "3052"
"9430" "203746_s_at" "3052"
"9431" "203747_at" "360"
"9432" "203748_x_at" "5937"
"9433" "203749_s_at" "5914"
"9434" "203750_s_at" "5914"
"9435" "203751_x_at" "3727"
"9436" "203752_s_at" "3727"
"9437" "203753_at" "6925"
"9438" "203754_s_at" "2972"
"9439" "203755_at" "701"
"9440" "203756_at" "9828"
"9441" "203757_s_at" "4680"
"9442" "203758_at" "1519"
"9443" "203759_at" "6484"
"9444" "203760_s_at" "6503"
"9445" "203761_at" "6503"
"9446" "203762_s_at" "51626"
"9447" "203763_at" "51626"
"9448" "203764_at" "9787"
"9449" "203765_at" "25801"
"9450" "203766_s_at" "25802"
"9451" "203767_s_at" "412"
"9452" "203768_s_at" "412"
"9453" "203769_s_at" "412"
"9454" "203770_s_at" "412"
"9455" "203771_s_at" "644"
"9456" "203772_at" "644"
"9457" "203773_x_at" "644"
"9458" "203774_at" "4548"
"9459" "203775_at" "10165"
"9460" "203776_at" "27238"
"9461" "203777_s_at" "6199"
"9462" "203778_at" "4126"
"9463" "203779_s_at" "10205"
"9464" "203780_at" "10205"
"9465" "203781_at" "9553"
"9466" "203782_s_at" "5442"
"9467" "203783_x_at" "5442"
"9468" "203784_s_at" "55794"
"9469" "203785_s_at" "55794"
"9470" "203786_s_at" "7164"
"9471" "203787_at" "23635"
"9472" "203788_s_at" "10512"
"9473" "203789_s_at" "10512"
"9474" "203790_s_at" "10247"
"9475" "203791_at" "1657"
"9476" "203792_x_at" "7703"
"9477" "203793_x_at" "7703"
"9478" "203794_at" "8476"
"9479" "203795_s_at" "605"
"9480" "203796_s_at" "605"
"9481" "203797_at" "7447"
"9482" "203798_s_at" "7447"
"9483" "203800_s_at" "63931"
"9484" "203801_at" "63931"
"9485" "203802_x_at" "55695"
"9486" "203803_at" "51449"
"9487" "203804_s_at" "51747"
"9488" "203805_s_at" "2175"
"9489" "203806_s_at" "2175"
"9490" "203807_x_at" "1443"
"9491" "203808_at" "208"
"9492" "203809_s_at" "208"
"9493" "203810_at" "11080"
"9494" "203811_s_at" "11080"
"9495" "203812_at" "6586"
"9496" "203813_s_at" "6586"
"9497" "203814_s_at" "4835"
"9498" "203815_at" "2952"
"9499" "203816_at" "1716"
"9500" "203817_at" "2983"
"9501" "203818_s_at" "10946"
"9502" "203820_s_at" "10643"
"9503" "203821_at" "1839"
"9504" "203822_s_at" "1998"
"9505" "203823_at" "5998"
"9506" "203824_at" "7103"
"9507" "203825_at" "8019"
"9508" "203826_s_at" "9600"
"9509" "203827_at" "55062"
"9510" "203828_s_at" "9235"
"9511" "203829_at" "26610"
"9512" "203830_at" "64149"
"9513" "203831_at" "22864"
"9514" "203832_at" "6636"
"9515" "203833_s_at" "10618"
"9516" "203834_s_at" "10618"
"9517" "203835_at" "2615"
"9518" "203836_s_at" "4217"
"9519" "203837_at" "4217"
"9520" "203838_s_at" "10188"
"9521" "203839_s_at" "10188"
"9522" "203840_at" "8548"
"9523" "203841_x_at" "22924"
"9524" "203842_s_at" "22924"
"9525" "203843_at" "6197"
"9526" "203844_at" "7428"
"9527" "203845_at" "8850"
"9528" "203846_at" "22954"
"9529" "203847_s_at" "10270"
"9530" "203848_at" "10270"
"9531" "203849_s_at" "547"
"9532" "203850_s_at" "547"
"9533" "203851_at" "3489"
"9534" "203853_s_at" "9846"
"9535" "203854_at" "3426"
"9536" "203855_at" "22911"
"9537" "203856_at" "7443"
"9538" "203857_s_at" "10954"
"9539" "203858_s_at" "1352"
"9540" "203859_s_at" "5064"
"9541" "203860_at" "5095"
"9542" "203861_s_at" "88"
"9543" "203862_s_at" "88"
"9544" "203863_at" "88"
"9545" "203864_s_at" "88"
"9546" "203865_s_at" "104"
"9547" "203866_at" "54475"
"9548" "203867_s_at" "54475"
"9549" "203868_s_at" "7412"
"9550" "203869_at" "64854"
"9551" "203870_at" "64854"
"9552" "203871_at" "26168"
"9553" "203872_at" "58"
"9554" "203873_at" "6594"
"9555" "203874_s_at" "6594"
"9556" "203875_at" "6594"
"9557" "203876_s_at" "4320"
"9558" "203877_at" "4320"
"9559" "203878_s_at" "4320"
"9560" "203879_at" "5293"
"9561" "203880_at" "10063"
"9562" "203881_s_at" "1756"
"9563" "203882_at" "10379"
"9564" "203883_s_at" "22841"
"9565" "203884_s_at" "22841"
"9566" "203885_at" "23011"
"9567" "203886_s_at" "2199"
"9568" "203887_s_at" "7056"
"9569" "203888_at" "7056"
"9570" "203889_at" "6447"
"9571" "203890_s_at" "1613"
"9572" "203891_s_at" "1613"
"9573" "203892_at" "10406"
"9574" "203893_at" "6880"
"9575" "203894_at" "27175"
"9576" "203895_at" "5332"
"9577" "203896_s_at" "5332"
"9578" "203897_at" "57149"
"9579" "203898_at" "27297"
"9580" "203899_s_at" "27297"
"9581" "203900_at" "23334"
"9582" "203901_at" "10454"
"9583" "203902_at" "9843"
"9584" "203903_s_at" "9843"
"9585" "203904_x_at" "3732"
"9586" "203905_at" "5073"
"9587" "203906_at" "9922"
"9588" "203907_s_at" "9922"
"9589" "203908_at" "8671"
"9590" "203909_at" "10479"
"9591" "203910_at" "9411"
"9592" "203911_at" "5909"
"9593" "203912_s_at" "1774"
"9594" "203913_s_at" "3248"
"9595" "203914_x_at" "3248"
"9596" "203915_at" "4283"
"9597" "203916_at" "8509"
"9598" "203917_at" "1525"
"9599" "203918_at" "5097"
"9600" "203919_at" "6919"
"9601" "203920_at" "10062"
"9602" "203921_at" "9435"
"9603" "203922_s_at" "1536"
"9604" "203923_s_at" "1536"
"9605" "203925_at" "2730"
"9606" "203926_x_at" "513"
"9607" "203927_at" "4794"
"9608" "203928_x_at" "4137"
"9609" "203929_s_at" "4137"
"9610" "203930_s_at" "4137"
"9611" "203931_s_at" "6182"
"9612" "203932_at" "3109"
"9613" "203933_at" "9727"
"9614" "203934_at" "3791"
"9615" "203935_at" "90"
"9616" "203936_s_at" "4318"
"9617" "203937_s_at" "9013"
"9618" "203938_s_at" "9013"
"9619" "203939_at" "4907"
"9620" "203940_s_at" "22846"
"9621" "203941_at" "55756"
"9622" "203942_s_at" "2011"
"9623" "203943_at" "9371"
"9624" "203944_x_at" "11120"
"9625" "203945_at" "384"
"9626" "203946_s_at" "384"
"9627" "203947_at" "1479"
"9628" "203948_s_at" "4353"
"9629" "203949_at" "4353"
"9630" "203950_s_at" "1185"
"9631" "203951_at" "1264"
"9632" "203952_at" "22926"
"9633" "203953_s_at" "1365"
"9634" "203954_x_at" "1365"
"9635" "203955_at" "9858"
"9636" "203956_at" "22880"
"9637" "203957_at" "1876"
"9638" "203958_s_at" "9923"
"9639" "203959_s_at" "9923"
"9640" "203960_s_at" "51668"
"9641" "203961_at" "10529"
"9642" "203962_s_at" "10529"
"9643" "203963_at" "771"
"9644" "203964_at" "9111"
"9645" "203965_at" "10868"
"9646" "203966_s_at" "5494"
"9647" "203967_at" "990"
"9648" "203968_s_at" "990"
"9649" "203969_at" "8504"
"9650" "203970_s_at" "8504"
"9651" "203971_at" "1317"
"9652" "203972_s_at" "8504"
"9653" "203973_s_at" "1052"
"9654" "203974_at" "8226"
"9655" "203975_s_at" "10036"
"9656" "203976_s_at" "10036"
"9657" "203977_at" "6901"
"9658" "203978_at" "4682"
"9659" "203979_at" "1593"
"9660" "203980_at" "2167"
"9661" "203981_s_at" "5826"
"9662" "203982_s_at" "5826"
"9663" "203983_at" "7257"
"9664" "203984_s_at" "842"
"9665" "203985_at" "7988"
"9666" "203987_at" "8323"
"9667" "203988_s_at" "2530"
"9668" "203989_x_at" "2149"
"9669" "203990_s_at" "7403"
"9670" "203991_s_at" "7403"
"9671" "203992_s_at" "7403"
"9672" "203993_x_at" "755"
"9673" "203994_s_at" "755"
"9674" "203995_at" "755"
"9675" "203996_s_at" "755"
"9676" "203997_at" "5774"
"9677" "203998_s_at" "6857"
"9678" "203999_at" "6857"
"9679" "204000_at" "10681"
"9680" "204001_at" "6619"
"9681" "204002_s_at" "3382"
"9682" "204003_s_at" "11097"
"9683" "204004_at" "5074"
"9684" "204005_s_at" "5074"
"9685" "204007_at" "2215"
"9686" "204008_at" "10126"
"9687" "204009_s_at" "3845"
"9688" "204010_s_at" "3845"
"9689" "204011_at" "10253"
"9690" "204012_s_at" "9836"
"9691" "204013_s_at" "9836"
"9692" "204014_at" "1846"
"9693" "204015_s_at" "1846"
"9694" "204016_at" "23395"
"9695" "204017_at" "11015"
"9696" "204019_s_at" "26751"
"9697" "204020_at" "5813"
"9698" "204021_s_at" "5813"
"9699" "204022_at" "11060"
"9700" "204023_at" "5984"
"9701" "204024_at" "734"
"9702" "204025_s_at" "5134"
"9703" "204026_s_at" "11130"
"9704" "204027_s_at" "4234"
"9705" "204028_s_at" "23637"
"9706" "204029_at" "1952"
"9707" "204031_s_at" "5094"
"9708" "204032_at" "8412"
"9709" "204033_at" "9319"
"9710" "204034_at" "23474"
"9711" "204035_at" "7857"
"9712" "204036_at" "1902"
"9713" "204037_at" "1902"
"9714" "204038_s_at" "1902"
"9715" "204039_at" "1050"
"9716" "204040_at" "9781"
"9717" "204041_at" "4129"
"9718" "204042_at" "10810"
"9719" "204043_at" "6948"
"9720" "204044_at" "23475"
"9721" "204045_at" "9338"
"9722" "204046_at" "5330"
"9723" "204047_s_at" "9749"
"9724" "204048_s_at" "9749"
"9725" "204049_s_at" "9749"
"9726" "204050_s_at" "1211"
"9727" "204051_s_at" "6424"
"9728" "204052_s_at" "6424"
"9729" "204053_x_at" "5728"
"9730" "204054_at" "5728"
"9731" "204055_s_at" "4253"
"9732" "204056_s_at" "4598"
"9733" "204057_at" "3394"
"9734" "204058_at" "4199"
"9735" "204059_s_at" "4199"
"9736" "204061_at" "5613"
"9737" "204062_s_at" "9706"
"9738" "204063_s_at" "9706"
"9739" "204064_at" "9984"
"9740" "204065_at" "9486"
"9741" "204066_s_at" "116987"
"9742" "204067_at" "6821"
"9743" "204068_at" "6788"
"9744" "204069_at" "4211"
"9745" "204070_at" "5920"
"9746" "204071_s_at" "10210"
"9747" "204072_s_at" "10129"
"9748" "204073_s_at" "745"
"9749" "204074_s_at" "9731"
"9750" "204075_s_at" "9731"
"9751" "204076_at" "9583"
"9752" "204077_x_at" "9583"
"9753" "204078_at" "10609"
"9754" "204079_at" "8459"
"9755" "204080_at" "114034"
"9756" "204081_at" "4900"
"9757" "204082_at" "5090"
"9758" "204083_s_at" "7169"
"9759" "204084_s_at" "1203"
"9760" "204085_s_at" "1203"
"9761" "204086_at" "23532"
"9762" "204087_s_at" "8884"
"9763" "204088_at" "5025"
"9764" "204089_x_at" "4216"
"9765" "204090_at" "8859"
"9766" "204091_at" "5147"
"9767" "204092_s_at" "6790"
"9768" "204093_at" "902"
"9769" "204094_s_at" "9819"
"9770" "204095_s_at" "8178"
"9771" "204096_s_at" "8178"
"9772" "204097_s_at" "51634"
"9773" "204098_at" "51634"
"9774" "204099_at" "6604"
"9775" "204100_at" "7067"
"9776" "204101_at" "4534"
"9777" "204102_s_at" "1938"
"9778" "204103_at" "6351"
"9779" "204104_at" "6618"
"9780" "204105_s_at" "4897"
"9781" "204106_at" "7016"
"9782" "204107_at" "4800"
"9783" "204108_at" "4800"
"9784" "204109_s_at" "4800"
"9785" "204110_at" "3176"
"9786" "204111_at" "3176"
"9787" "204112_s_at" "3176"
"9788" "204113_at" "10658"
"9789" "204114_at" "22795"
"9790" "204115_at" "2791"
"9791" "204116_at" "3561"
"9792" "204117_at" "5550"
"9793" "204118_at" "962"
"9794" "204119_s_at" "132"
"9795" "204120_s_at" "132"
"9796" "204121_at" "10912"
"9797" "204122_at" "7305"
"9798" "204123_at" "3980"
"9799" "204124_at" "10568"
"9800" "204125_at" "51103"
"9801" "204126_s_at" "8318"
"9802" "204127_at" "5983"
"9803" "204128_s_at" "5983"
"9804" "204129_at" "607"
"9805" "204130_at" "3291"
"9806" "204131_s_at" "2309"
"9807" "204133_at" "9136"
"9808" "204134_at" "5138"
"9809" "204135_at" "11259"
"9810" "204136_at" "1294"
"9811" "204137_at" "7107"
"9812" "204138_s_at" "7593"
"9813" "204139_x_at" "7593"
"9814" "204140_at" "8460"
"9815" "204141_at" "7280"
"9816" "204142_at" "55556"
"9817" "204143_s_at" "55556"
"9818" "204144_s_at" "9091"
"9819" "204146_at" "10635"
"9820" "204147_s_at" "7027"
"9821" "204149_s_at" "2948"
"9822" "204150_at" "23166"
"9823" "204151_x_at" "1645"
"9824" "204152_s_at" "4242"
"9825" "204153_s_at" "4242"
"9826" "204154_at" "1036"
"9827" "204155_s_at" "23387"
"9828" "204156_at" "23387"
"9829" "204157_s_at" "23387"
"9830" "204158_s_at" "10312"
"9831" "204159_at" "1031"
"9832" "204160_s_at" "22875"
"9833" "204161_s_at" "22875"
"9834" "204162_at" "10403"
"9835" "204163_at" "11117"
"9836" "204164_at" "6494"
"9837" "204165_at" "8936"
"9838" "204166_at" "22904"
"9839" "204167_at" "686"
"9840" "204168_at" "4258"
"9841" "204169_at" "3614"
"9842" "204170_s_at" "1164"
"9843" "204171_at" "6198"
"9844" "204172_at" "1371"
"9845" "204173_at" "140465"
"9846" "204174_at" "241"
"9847" "204175_at" "51042"
"9848" "204176_at" "27252"
"9849" "204177_s_at" "27252"
"9850" "204178_s_at" "10432"
"9851" "204179_at" "4151"
"9852" "204180_s_at" "23099"
"9853" "204181_s_at" "23099"
"9854" "204182_s_at" "23099"
"9855" "204183_s_at" "157"
"9856" "204184_s_at" "157"
"9857" "204185_x_at" "5481"
"9858" "204186_s_at" "5481"
"9859" "204187_at" "2766"
"9860" "204188_s_at" "5916"
"9861" "204189_at" "5916"
"9862" "204190_at" "10208"
"9863" "204191_at" "3454"
"9864" "204192_at" "951"
"9865" "204193_at" "1120"
"9866" "204194_at" "571"
"9867" "204195_s_at" "5316"
"9868" "204196_x_at" "5316"
"9869" "204197_s_at" "864"
"9870" "204198_s_at" "864"
"9871" "204199_at" "9649"
"9872" "204200_s_at" "5155"
"9873" "204201_s_at" "5783"
"9874" "204202_at" "23288"
"9875" "204203_at" "1054"
"9876" "204204_at" "1318"
"9877" "204205_at" "60489"
"9878" "204206_at" "4335"
"9879" "204207_s_at" "8732"
"9880" "204208_at" "8732"
"9881" "204209_at" "5130"
"9882" "204210_s_at" "5130"
"9883" "204211_x_at" "5610"
"9884" "204212_at" "10005"
"9885" "204213_at" "5284"
"9886" "204214_s_at" "10981"
"9887" "204215_at" "79161"
"9888" "204216_s_at" "79882"
"9889" "204217_s_at" "6253"
"9890" "204218_at" "25906"
"9891" "204219_s_at" "5700"
"9892" "204220_at" "9535"
"9893" "204221_x_at" "11010"
"9894" "204222_s_at" "11010"
"9895" "204223_at" "5549"
"9896" "204224_s_at" "2643"
"9897" "204225_at" "9759"
"9898" "204226_at" "27067"
"9899" "204227_s_at" "7084"
"9900" "204228_at" "10465"
"9901" "204229_at" "57030"
"9902" "204230_s_at" "57030"
"9903" "204231_s_at" "2166"
"9904" "204232_at" "2207"
"9905" "204233_s_at" "1119"
"9906" "204234_s_at" "7748"
"9907" "204235_s_at" "51454"
"9908" "204236_at" "2313"
"9909" "204237_at" "51454"
"9910" "204238_s_at" "10591"
"9911" "204239_s_at" "4826"
"9912" "204240_s_at" "10592"
"9913" "204241_at" "8310"
"9914" "204242_s_at" "8310"
"9915" "204243_at" "6018"
"9916" "204244_s_at" "10926"
"9917" "204245_s_at" "11102"
"9918" "204246_s_at" "11258"
"9919" "204247_s_at" "1020"
"9920" "204248_at" "2767"
"9921" "204249_s_at" "4005"
"9922" "204250_s_at" "22897"
"9923" "204251_s_at" "22897"
"9924" "204252_at" "1017"
"9925" "204253_s_at" "7421"
"9926" "204254_s_at" "7421"
"9927" "204255_s_at" "7421"
"9928" "204256_at" "79071"
"9929" "204257_at" "3995"
"9930" "204258_at" "1105"
"9931" "204259_at" "4316"
"9932" "204260_at" "1114"
"9933" "204261_s_at" "5664"
"9934" "204262_s_at" "5664"
"9935" "204263_s_at" "1376"
"9936" "204264_at" "1376"
"9937" "204265_s_at" "63940"
"9938" "204266_s_at" "1119"
"9939" "204267_x_at" "9088"
"9940" "204268_at" "6273"
"9941" "204269_at" "11040"
"9942" "204270_at" "6497"
"9943" "204271_s_at" "1910"
"9944" "204272_at" "3960"
"9945" "204273_at" "1910"
"9946" "204274_at" "9166"
"9947" "204275_at" "6650"
"9948" "204276_at" "7084"
"9949" "204277_s_at" "7084"
"9950" "204278_s_at" "9166"
"9951" "204279_at" "5698"
"9952" "204280_at" "10636"
"9953" "204281_at" "7004"
"9954" "204282_s_at" "10667"
"9955" "204283_at" "10667"
"9956" "204284_at" "5507"
"9957" "204285_s_at" "5366"
"9958" "204286_s_at" "5366"
"9959" "204287_at" "9145"
"9960" "204288_s_at" "8470"
"9961" "204290_s_at" "4329"
"9962" "204291_at" "9849"
"9963" "204292_x_at" "6794"
"9964" "204293_at" "6448"
"9965" "204294_at" "275"
"9966" "204295_at" "6834"
"9967" "204297_at" "5289"
"9968" "204298_s_at" "4015"
"9969" "204299_at" "10772"
"9970" "204300_at" "5188"
"9971" "204301_at" "9920"
"9972" "204302_s_at" "9811"
"9973" "204303_s_at" "9811"
"9974" "204304_s_at" "8842"
"9975" "204305_at" "4285"
"9976" "204306_s_at" "977"
"9977" "204307_at" "9895"
"9978" "204308_s_at" "9895"
"9979" "204309_at" "1583"
"9980" "204310_s_at" "4882"
"9981" "204311_at" "482"
"9982" "204312_x_at" "1385"
"9983" "204313_s_at" "1385"
"9984" "204314_s_at" "1385"
"9985" "204315_s_at" "51512"
"9986" "204316_at" "6001"
"9987" "204317_at" "55687"
"9988" "204318_s_at" "51512"
"9989" "204319_s_at" "6001"
"9990" "204320_at" "1301"
"9991" "204321_at" "4756"
"9992" "204322_at" "27333"
"9993" "204323_x_at" "4763"
"9994" "204324_s_at" "27333"
"9995" "204325_s_at" "4763"
"9996" "204326_x_at" "4501"
"9997" "204327_s_at" "7753"
"9998" "204328_at" "11322"
"9999" "204329_s_at" "7753"
"10000" "204330_s_at" "6183"
"10001" "204331_s_at" "6183"
"10002" "204332_s_at" "175"
"10003" "204333_s_at" "175"
"10004" "204334_at" "8609"
"10005" "204335_at" "55702"
"10006" "204336_s_at" "10287"
"10007" "204337_at" "5999"
"10008" "204338_s_at" "5999"
"10009" "204339_s_at" "5999"
"10010" "204340_at" "8269"
"10011" "204341_at" "10626"
"10012" "204342_at" "29957"
"10013" "204343_at" "21"
"10014" "204344_s_at" "10484"
"10015" "204345_at" "1307"
"10016" "204346_s_at" "11186"
"10017" "204349_at" "9443"
"10018" "204350_s_at" "9443"
"10019" "204351_at" "6286"
"10020" "204352_at" "7188"
"10021" "204353_s_at" "25913"
"10022" "204354_at" "25913"
"10023" "204355_at" "22907"
"10024" "204356_at" "3984"
"10025" "204357_s_at" "3984"
"10026" "204360_s_at" "4669"
"10027" "204361_s_at" "8935"
"10028" "204362_at" "8935"
"10029" "204363_at" "2152"
"10030" "204364_s_at" "65055"
"10031" "204365_s_at" "65055"
"10032" "204366_s_at" "2976"
"10033" "204367_at" "6668"
"10034" "204368_at" "6578"
"10035" "204369_at" "5290"
"10036" "204370_at" "10978"
"10037" "204371_s_at" "8570"
"10038" "204372_s_at" "8570"
"10039" "204373_s_at" "9857"
"10040" "204374_s_at" "2584"
"10041" "204375_at" "9746"
"10042" "204376_at" "9730"
"10043" "204377_s_at" "9730"
"10044" "204378_at" "8537"
"10045" "204379_s_at" "2261"
"10046" "204380_s_at" "2261"
"10047" "204381_at" "4037"
"10048" "204382_at" "26151"
"10049" "204384_at" "2801"
"10050" "204385_at" "8942"
"10051" "204386_s_at" "78988"
"10052" "204387_x_at" "78988"
"10053" "204388_s_at" "4128"
"10054" "204389_at" "4128"
"10055" "204390_at" "8805"
"10056" "204391_x_at" "8805"
"10057" "204392_at" "8536"
"10058" "204393_s_at" "55"
"10059" "204394_at" "8501"
"10060" "204395_s_at" "2869"
"10061" "204396_s_at" "2869"
"10062" "204397_at" "24139"
"10063" "204398_s_at" "24139"
"10064" "204399_s_at" "24139"
"10065" "204400_at" "10278"
"10066" "204401_at" "3783"
"10067" "204402_at" "25807"
"10068" "204404_at" "6558"
"10069" "204405_x_at" "27292"
"10070" "204406_at" "2321"
"10071" "204407_at" "8458"
"10072" "204408_at" "27301"
"10073" "204409_s_at" "9086"
"10074" "204410_at" "9086"
"10075" "204411_at" "23046"
"10076" "204412_s_at" "4744"
"10077" "204413_at" "7186"
"10078" "204414_at" "9215"
"10079" "204415_at" "2537"
"10080" "204416_x_at" "341"
"10081" "204417_at" "2581"
"10082" "204418_x_at" "2946"
"10083" "204420_at" "8061"
"10084" "204421_s_at" "2247"
"10085" "204422_s_at" "2247"
"10086" "204423_at" "4289"
"10087" "204424_s_at" "55885"
"10088" "204425_at" "393"
"10089" "204426_at" "10959"
"10090" "204427_s_at" "10959"
"10091" "204428_s_at" "3931"
"10092" "204429_s_at" "6518"
"10093" "204430_s_at" "6518"
"10094" "204431_at" "7089"
"10095" "204432_at" "6666"
"10096" "204433_s_at" "9825"
"10097" "204434_at" "9825"
"10098" "204435_at" "9818"
"10099" "204436_at" "80301"
"10100" "204437_s_at" "2348"
"10101" "204438_at" "4360"
"10102" "204439_at" "10964"
"10103" "204440_at" "9308"
"10104" "204441_s_at" "23649"
"10105" "204442_x_at" "8425"
"10106" "204443_at" "410"
"10107" "204444_at" "3832"
"10108" "204445_s_at" "240"
"10109" "204446_s_at" "240"
"10110" "204447_at" "9762"
"10111" "204448_s_at" "5082"
"10112" "204449_at" "5082"
"10113" "204450_x_at" "335"
"10114" "204451_at" "8321"
"10115" "204452_s_at" "8321"
"10116" "204453_at" "7637"
"10117" "204454_at" "23641"
"10118" "204455_at" "667"
"10119" "204456_s_at" "2619"
"10120" "204457_s_at" "2619"
"10121" "204458_at" "23659"
"10122" "204459_at" "1478"
"10123" "204460_s_at" "5810"
"10124" "204461_x_at" "5810"
"10125" "204462_s_at" "6567"
"10126" "204463_s_at" "1909"
